Credit_History,LoanAmount,Loan_Amount_Term,Loan_ID,Loan_Status,Total_Income,Total_Income_Log,LoanAmount_log,EMI,Ratio,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_0,Education_1,Gender_0,Gender_1,Married_0,Married_1,Property_Area_0,Property_Area_1,Property_Area_2,Self_Employed_0,Self_Employed_1
1.0,70.0,360.0,LP001024,Y,3900.0,8.268731832117737,4.248495242049359,0.01180137567235933,0.5138025187305247,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,109.0,360.0,LP001027,Y,4340.0,8.375629627094451,4.6913478822291435,0.013031521895080955,0.5601188317894372,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,200.0,360.0,LP001028,Y,11179.0,9.321792297270326,5.298317366548036,0.014717548240411212,0.5683796846771116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,114.0,360.0,LP001029,N,4693.0,8.453827315794417,4.736198448394496,0.01315610680109582,0.5602431030908075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,17.0,120.0,LP001030,Y,2385.0,7.776954403322442,2.833213344056216,0.023610111200468468,0.3643088537134564,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,125.0,360.0,LP001032,Y,4950.0,8.507142855562735,4.8283137373023015,0.013411982603617504,0.5675599692257567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,100.0,240.0,LP001034,Y,3596.0,8.18757739559151,4.605170185988092,0.019188209108283717,0.5624582173070733,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,76.0,360.0,LP001036,N,3510.0,8.163371316459912,4.330733340286331,0.012029814834128698,0.5305079448676084,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,133.0,360.0,LP001038,N,4887.0,8.494333897270154,4.890349128221754,0.013584303133949316,0.5757189660031351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,115.0,342.2018730489074,LP001041,Y,6100.0,8.716044050161402,4.74493212836325,0.01386588590555466,0.5443905630875494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,104.0,360.0,LP001043,N,7660.0,8.943767262734637,4.6443908991413725,0.012901085830948258,0.5192879871206877,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,315.0,360.0,LP001046,Y,11580.0,9.357034751126987,5.752572638825633,0.015979368441182314,0.6147858581088178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,116.0,360.0,LP001047,N,4511.0,8.414274137408396,4.7535901911063645,0.013204417197517679,0.5649435843755947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,112.0,360.0,LP001050,N,5282.0,8.572060092857077,4.718498871295094,0.013106941309153039,0.5504509791324168,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,151.0,360.0,LP001052,N,6642.0,8.801168401936692,5.017279836814924,0.013936888435597011,0.5700697461613022,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,191.0,360.0,LP001066,Y,9560.0,9.165343006045447,5.25227342804663,0.014589648411240639,0.5730580322615573,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,122.0,360.0,LP001068,Y,5052.0,8.527539483470381,4.804021044733257,0.013344502902036825,0.5633537146377662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,110.0,360.0,LP001073,Y,5266.0,8.569026340056254,4.700480365792417,0.013056889904978934,0.5485431108806182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,35.0,360.0,LP001086,N,1442.0,7.273786317844895,3.5553480614894135,0.009875966837470593,0.4887891816077992,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,120.0,360.0,LP001087,Y,5833.0,8.671286726753637,4.787491742782046,0.013298588174394572,0.5521085732306756,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,201.0,360.0,LP001091,N,7535.0,8.927314111060596,5.303304908059076,0.014731402522386321,0.5940538040986467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,74.0,360.0,LP001095,N,3167.0,8.06054004653864,4.30406509320417,0.011955736370011584,0.5339673357311119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,106.0,360.0,LP001097,N,4692.0,8.453614209773367,4.663439094112067,0.01295399748364463,0.5516503330280421,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,114.0,360.0,LP001098,Y,5167.0,8.550047528287184,4.736198448394496,0.01315610680109582,0.5539382597260591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,320.0,360.0,LP001100,N,15500.0,9.648595302907339,5.768320995793772,0.016023113877204922,0.5978404953989155,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,150.28659793814433,360.0,LP001106,Y,4342.0,8.376090350438238,5.0125441240416055,0.013923733677893348,0.5984348203430433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,100.0,342.2018730489074,LP001109,N,3158.0,8.057694194815587,4.605170185988092,0.013457466334001984,0.5715245670344639,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,144.0,360.0,LP001112,Y,5126.0,8.542080906924017,4.969813299576001,0.01380503694326667,0.5818035855347123,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,184.0,360.0,LP001114,Y,11376.0,9.339261152043022,5.214935757608986,0.01448593266002496,0.5583884712837467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,110.0,360.0,LP001116,Y,5416.0,8.59711281459211,4.700480365792417,0.013056889904978934,0.5467510392342607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,80.0,360.0,LP001119,N,3600.0,8.1886891244442,4.382026634673881,0.012172296207427448,0.535131639274596,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,47.0,360.0,LP001120,Y,3013.0,8.0106915391303,3.8501476017100584,0.010694854449194607,0.4806261210911709,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,75.0,360.0,LP001123,Y,2400.0,7.783224016336037,4.31748811353631,0.011993022537600862,0.5547171846106999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,134.0,360.0,LP001131,Y,6277.0,8.744647438317532,4.897839799950911,0.013605110555419197,0.5600957425098038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,96.0,342.2018730489074,LP001136,Y,4695.0,8.454253391642363,4.564348191467836,0.013338174191745295,0.5398877913903104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,88.0,342.2018730489074,LP001137,Y,3410.0,8.134467570277563,4.477336814478207,0.013083905048755555,0.550415472899283,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,44.0,360.0,LP001138,Y,5649.0,8.639233817325263,3.784189633918261,0.01051163787199517,0.4380237546446983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,144.0,360.0,LP001144,Y,5821.0,8.669227347271736,4.969813299576001,0.01380503694326667,0.5732706157648564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,120.0,360.0,LP001146,N,6085.0,8.713582005421628,4.787491742782046,0.013298588174394572,0.5494286666267957,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,144.0,360.0,LP001151,Y,6275.0,8.744328763999984,4.969813299576001,0.01380503694326667,0.5683470319684802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,100.0,360.0,LP001155,Y,3572.0,8.18088094199639,4.605170185988092,0.012792139405522478,0.5629186170339605,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,120.0,360.0,LP001157,Y,3086.0,8.034631032923107,4.787491742782046,0.013298588174394572,0.5958570746017557,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,112.0,360.0,LP001164,N,4230.0,8.349957272040324,4.718498871295094,0.013106941309153039,0.5650925768320875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,134.0,360.0,LP001179,N,4616.0,8.437283808187935,4.897839799950911,0.013605110555419197,0.5804995910174099,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,286.0,360.0,LP001186,N,11500.0,9.350102314351341,5.655991810819852,0.015711088363388477,0.6049122908675074,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,97.0,360.0,LP001194,Y,3875.0,8.262300941787448,4.574710978503383,0.01270753049584273,0.5536848646321154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,96.0,360.0,LP001195,Y,3723.0,8.222285073872717,4.564348191467836,0.012678744976299545,0.5551191852945591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,135.0,360.0,LP001197,N,5566.0,8.624431942085836,4.90527477843843,0.013625763273440082,0.5687649704210059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,180.0,360.0,LP001198,Y,10330.0,9.242807562113684,5.19295685089021,0.014424880141361696,0.5618376035628143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,144.0,360.0,LP001199,Y,6216.0,8.734881892047483,4.969813299576001,0.01380503694326667,0.5689617056071106,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,120.0,360.0,LP001205,Y,6296.0,8.74766979009724,4.787491742782046,0.013298588174394572,0.5472876614754828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,99.0,360.0,LP001206,Y,3029.0,8.015987811027237,4.59511985013459,0.012764221805929416,0.5732443659424342,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,165.0,180.0,LP001207,N,6058.0,8.709134991587183,5.10594547390058,0.028366363743892113,0.586274696491994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,150.28659793814433,360.0,LP001213,N,4945.0,8.506132244056813,5.0125441240416055,0.013923733677893348,0.5892859386878028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,116.0,360.0,LP001222,N,4166.0,8.334711621820917,4.7535901911063645,0.013204417197517679,0.5703364923461898,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,258.0,360.0,LP001225,N,10321.0,9.241935933565934,5.552959584921617,0.015424887735893381,0.6008437652931282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,126.0,180.0,LP001228,N,5454.0,8.604104563405533,4.836281906951478,0.0268682328163971,0.5620900898300173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,312.0,360.0,LP001233,Y,10750.0,9.28266103355581,5.7430031878094825,0.015952786632804118,0.6186806958747229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,125.0,60.0,LP001238,Y,7100.0,8.867850063029406,4.8283137373023015,0.08047189562170502,0.5444739934690402,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,136.0,360.0,LP001241,N,4300.0,8.366370301681654,4.912654885736052,0.013646263571489034,0.587190706195326,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,172.0,360.0,LP001243,Y,6274.0,8.744169388750624,5.147494476813453,0.014298595768926257,0.5886773514972966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,97.0,360.0,LP001245,Y,3750.0,8.229511118964457,4.574710978503383,0.01270753049584273,0.5558909772855416,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,81.0,300.0,LP001248,Y,3500.0,8.160518247477505,4.394449154672439,0.01464816384890813,0.5385012350203133,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,95.0,342.2018730489074,LP001250,N,4755.0,8.46695197497949,4.553876891600541,0.013307574418067847,0.5378413512982718,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,187.0,360.0,LP001253,Y,7040.0,8.859363449152088,5.231108616854587,0.014530857269040518,0.5904610017275277,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,113.0,480.0,LP001255,N,3750.0,8.229511118964457,4.727387818712341,0.009848724622317376,0.5744433357430352,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,176.0,360.0,LP001256,N,8500.0,9.047821442478408,5.170483995038151,0.014362455541772642,0.5714617632442839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,110.0,360.0,LP001259,N,4022.0,8.299534570332597,4.700480365792417,0.013056889904978934,0.5663546944662041,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,150.28659793814433,300.0,LP001263,N,7167.0,8.877242435993919,5.0125441240416055,0.01670848041347202,0.564651034393023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,130.0,360.0,LP001264,Y,5499.0,8.612321536507814,4.867534450455582,0.013520929029043284,0.5651826200197009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,111.0,360.0,LP001265,Y,3846.0,8.254788926148725,4.709530201312334,0.013082028336978706,0.570520971940777,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,164.04109589041096,360.0,LP001266,Y,2395.0,7.781138509845015,5.100116981130725,0.014166991614252014,0.6554461117326016,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,167.0,360.0,LP001267,N,3259.0,8.089175678837561,5.117993812416755,0.014216649478935433,0.6326965831396342,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,265.0,360.0,LP001273,N,8250.0,9.017968479328726,5.579729825986222,0.015499249516628394,0.6187346783010227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,50.0,240.0,LP001275,Y,3988.0,8.291045131081729,3.912023005428146,0.01630009585595061,0.4718371379698118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,136.0,360.0,LP001279,Y,4897.0,8.496378051702317,4.912654885736052,0.013646263571489034,0.5782057784907255,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,99.0,360.0,LP001280,Y,5333.0,8.581669210600602,4.59511985013459,0.012764221805929416,0.5354575825945863,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,104.0,360.0,LP001282,Y,4618.0,8.43771698991444,4.6443908991413725,0.012901085830948258,0.5504321731450331,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,210.0,360.0,LP001289,Y,8566.0,9.055556158175316,5.3471075307174685,0.01485307647421519,0.5904780929319425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,175.0,360.0,LP001310,Y,9862.0,9.196444266784072,5.1647859739235145,0.014346627705343095,0.5616068367399134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,131.0,360.0,LP001316,Y,5858.0,8.675563527387679,4.875197323201151,0.013542214786669865,0.5619458964032431,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,188.0,180.0,LP001318,Y,11904.0,9.384629757072872,5.236441962829949,0.029091344237944163,0.5579806660868452,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,81.0,360.0,LP001319,Y,5093.0,8.535622326884605,4.394449154672439,0.012206803207423442,0.5148364098574588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,122.0,360.0,LP001322,Y,4133.0,8.326758814511733,4.804021044733257,0.013344502902036825,0.5769376958968586,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,25.0,120.0,LP001325,Y,3620.0,8.194229304819817,3.2188758248682006,0.026823965207235005,0.39282227835323924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,126.60103626943005,360.0,LP001326,N,6782.0,8.822027322685583,4.84104069505912,0.01344733526405311,0.5487446952936234,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,137.0,360.0,LP001327,Y,4786.0,8.47345026846832,4.919980925828125,0.013666613682855903,0.580634897231476,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,50.0,360.0,LP001333,Y,2974.0,7.9976631270201,3.912023005428146,0.010866730570633738,0.4891457596171285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,115.0,180.0,LP001334,Y,4188.0,8.339978571990427,4.74493212836325,0.0263607340464625,0.568938167814839,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,131.0,360.0,LP001343,Y,5300.0,8.575462099540212,4.875197323201151,0.013542214786669865,0.568505494702442,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,133.0,180.0,LP001345,Y,7551.0,8.929435283803425,4.890349128221754,0.027168606267898632,0.5476661146861178,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,136.90384615384616,360.0,LP001349,Y,8649.0,9.065198986306513,4.919278826522446,0.013664663407006795,0.5426553607872581,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,150.28659793814433,360.0,LP001350,Y,13650.0,9.521494800613105,5.0125441240416055,0.013923733677893348,0.526445083362209,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,150.28659793814433,360.0,LP001356,Y,8235.0,9.016148642611741,5.0125441240416055,0.013923733677893348,0.5559518063346395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,160.0,360.0,LP001357,Y,4570.0,8.42726848388825,5.075173815233827,0.014097705042316186,0.6022323633021593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,100.0,360.0,LP001367,Y,4082.0,8.31434234336979,4.605170185988092,0.012792139405522478,0.5538826759593861,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,225.0,360.0,LP001369,Y,12543.0,9.436918020024674,5.41610040220442,0.015044723339456723,0.5739268255495833,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,120.0,360.0,LP001370,N,7333.0,8.9001399880938,4.787491742782046,0.013298588174394572,0.5379119597204688,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,216.0,360.0,LP001379,N,7400.0,8.909235279192261,5.375278407684165,0.014931328910233792,0.6033377993999396,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,94.0,480.0,LP001384,Y,2825.0,7.946263643580541,4.543294782270004,0.009465197463062508,0.57175233368205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,136.0,360.0,LP001385,Y,5316.0,8.578476419833136,4.912654885736052,0.013646263571489034,0.5726721908774112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,139.0,360.0,LP001387,Y,5262.0,8.568266461600238,4.9344739331306915,0.013706872036474143,0.5759010828205631,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,152.0,342.2018730489074,LP001391,N,7686.0,8.94715577112479,5.0238805208462765,0.014681043315412435,0.5615058739739255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,138.71428571428572,360.0,LP001392,Y,7451.0,8.916103530553727,4.932416319236012,0.013701156442322254,0.5532031231281237,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
